chemical	name	molecular_weight	SMILES_string
CIDs25216238	Ziprasidone-d8	420.984934	C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
CIDs25216239	6-chloro-5-[2-[4-(4,5,6,7-tetradeuterio-1,2-benzothiazol-3-yl)piperazino]ethyl]oxindole	416.960287	C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
CIDs25216243	2-[2-[4-[(4-chloro-2,3,5,6-tetradeuterio-phenyl)-(2,3,4,5,6-pentadeuteriophenyl)methyl]piperazino]ethoxy]-2,2-dideuterio-acetic acid	399.95558	C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
CIDs25216244	deuterio 2-[2-[4-[(4-chloro-2,3,5,6-tetradeuteriophenyl)-(3,5-dideuteriophenyl)methyl]piperazin-1-yl]ethoxy]-2,2-dideuterioacetate	397.943256	C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
CIDs25216245	deuterio 2-[2-[4-[(4-chlorophenyl)-deuterio-(2,4,6-trideuteriophenyl)methyl]-2,2,3,3,5,5,6,6-octadeuteriopiperazin-1-yl]-1,1,2,2-tetradeuterioethoxy]acetate	405.99255	C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
CIDs25216246	deuterio 2-[2-[4-[(4-chloro-2,3,5,6-tetradeuteriophenyl)-(2,3,4,5,6-pentadeuteriophenyl)methyl]-2-deuteriopiperazin-1-yl]-2-deuterioethoxy]-2,2-dideuterioacetate	402.974065	C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
CIDs25216501	SCHEMBL13198951	222.420672	CCC(CO)NCCNC(CC)CO
CIDs25216502	1,3-bis(1,2,4-triazol-1-yl)-2-(2,3,5-trideuterio-4,6-difluorophenyl)propan-2-ol	309.289272	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
CIDs25216503	SCHEMBL13916320	308.28311	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
CIDs25216504	N,N'-dideuterio-N,N'-bis[(2S)-1,1,2-trideuterio-1-deuteriooxybutan-2-yl]ethane-1,2-diamine	214.371378	CCC(CO)NCCNC(CC)CO
CIDs25216505	1,1-dideuterio-2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol	308.28311	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
CIDs25216506	Fluconazole-d4	310.295434	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
CIDs25216569	[4-[2-(2,2,3,3,4,4,5,5,6,6-decadeuteriopiperidino)-1,1,2,2-tetradeuterio-ethoxy]-2,3,5,6-tetradeuterio-phenyl]-[4,5,7-trideuterio-6-deuteriooxy-2-(2,3,5,6-tetradeuterio-4-deuteriooxy-phenyl)benzothiophen-3-yl]methanone	500.749648	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
CIDs25216570	[4-[2-(2,2,3,3,4,4,5,5,6,6-decadeuteriopiperidino)ethoxy]phenyl]-[6-hydroxy-2-(4-hydroxyphenyl)benzothiophen-3-yl]methanone	483.644898	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
CIDs25216571	deuterio-bis[(2R)-2-deuteriooxy-2-(6-fluorochroman-2-yl)ethyl]amine	408.453492	C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
CIDs25216572	(1R)-1-(6-fluorochroman-2-yl)-2-[[(2R)-2-hydroxy-2-[(2S)-2,3,3,4,4,5,7,8-octadeuterio-6-fluoro-chroman-2-yl]ethyl]amino]ethanol	413.484301	C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
CIDs25216637	(1S,4S)-4-(3,4-dichloro-2,5,6-trideuterio-phenyl)-N-methyl-tetralin-1-amine	309.248065	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216638	3,5-dideuterio-1-[1,1,3,3-tetradeuterio-2-deuteriooxy-3-(3,5-dideuterio-1,2,4-triazol-1-yl)-2-(2,3,5-trideuterio-4,6-difluorophenyl)propyl]-1,2,4-triazole	318.344728	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
CIDs25216639	SCHEMBL8095857	385.413464	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
CIDs25216640	N,N'-dideuterio-N,N'-bis[(2S)-1,1,2,3,3,4,4,4-octadeuterio-1-deuteriooxybutan-2-yl]ethane-1,2-diamine	224.432996	CCC(CO)NCCNC(CC)CO
CIDs25216641	SCHEMBL8095720	385.413464	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
CIDs25216642	SCHEMBL13198947	216.383701	CCC(CO)NCCNC(CC)CO
CIDs25216643	[4-[4-amino-7-methoxy-6-(trideuteriomethoxy)quinazolin-2-yl]piperazino]-(2-furyl)methanone	386.419625	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
CIDs25216699	(1R)-1,2,2-trideuterio-1-(6-fluorochroman-2-yl)-2-[[(2R)-2-(6-fluorochroman-2-yl)-2-hydroxy-ethyl]amino]ethanol	408.453492	C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
CIDs25216700	(1R)-1,2,2-trideuterio-1-(6-fluorochroman-2-yl)-2-[[(2R)-2-[(2S)-6-fluorochroman-2-yl]-2-hydroxy-ethyl]amino]ethanol	408.453492	C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
CIDs25216701	(1R)-1-(6-fluorochroman-2-yl)-2-[[(2R)-2-hydroxy-2-[(2R)-2,3,3,4,4,5,7,8-octadeuterio-6-fluoro-chroman-2-yl]ethyl]amino]ethanol	413.484301	C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
CIDs25216702	(2R)-N,1,1,2-tetradeuterio-2-deuteriooxy-2-[(2R)-2,3,3,4,4,5,7,8-octadeuterio-6-fluorochromen-2-yl]-N-[(2R)-1,1,2-trideuterio-2-deuteriooxy-2-[(2S)-2,3,3,4,4,5,7,8-octadeuterio-6-fluorochromen-2-yl]ethyl]ethanamine	430.589051	C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
CIDs25216713	5-(2-besylethyl)-1,4,6,7-tetradeuterio-3-[[(2R)-1-methylpyrrolidin-2-yl]methyl]indole	386.543687	CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
CIDs25216714	1,2,4,6,7-pentadeuterio-3-[dideuterio-[(2R)-1-(trideuteriomethyl)pyrrolidin-2-yl]methyl]-5-[1,1,2,2-tetradeuterio-2-(2,3,4,5,6-pentadeuteriophenyl)sulfonylethyl]indole	401.636114	CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
CIDs25216749	2-[1-[amino(dideuterio)methyl]cyclohexyl]acetic acid	173.249104	C1CCC(CC1)(CC(=O)O)CN
CIDs25216750	deuterio 2-[1-[(dideuterioamino)methyl]cyclohexyl]acetate	174.255265	C1CCC(CC1)(CC(=O)O)CN
CIDs25216769	(1S,4S)-1,2,2,3,3,4,5,6,7,8-decadeuterio-4-(3,4-dichloro-2,5,6-trideuterio-phenyl)-N-(trideuteriomethyl)tetralin-1-amine	322.328168	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216770	deuterio-[(1S,4S)-4-(3,4-dichlorophenyl)tetralin-1-yl]-methyl-amine	307.235742	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216771	(1S,4S)-5,6,7,8-tetradeuterio-4-(3,4-dichlorophenyl)-N-methyl-tetralin-1-amine	310.254227	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216772	(1S,4S)-N,1,2,2,3,3,4,5,6,7,8-undecadeuterio-4-(3,4-dichloro-2,5,6-trideuterio-phenyl)-N-(trideuteriomethyl)tetralin-1-amine	323.33433	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216773	(1S,4S)-5,6,7,8-tetradeuterio-4-(3,4-dichloro-2,5,6-trideuterio-phenyl)-N-methyl-tetralin-1-amine	313.272712	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216774	CTK8G2835	309.248065	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216775	SCHEMBL13198948	226.445319	CCC(CO)NCCNC(CC)CO
CIDs25216776	[4-[4-amino-6-methoxy-7-(trideuteriomethoxy)quinazolin-2-yl]piperazino]-(2-furyl)methanone	386.419625	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
CIDs25216777	Prazosin-d8	391.450434	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
CIDs25216778	SCHEMBL8095711	386.419625	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
CIDs25216779	deuterio (3S)-5-deuterio-3-[(dideuterioamino)methyl]-5-methylhexanoate	163.250727	CC(C)CC(CC(=O)O)CN
CIDs25216780	(3R)-3-[amino(dideuterio)methyl]-2,2,3,4,4,5,6,6,6-nonadeuterio-5-(trideuteriomethyl)hexanoic acid	173.312345	CC(C)CC(CC(=O)O)CN
CIDs25216799	(2R)-1,1,2-trideuterio-2-[[1,1,2,2-tetradeuterio-2-[[(2R)-1,1-dideuterio-1-hydroxybutan-2-yl]amino]ethyl]amino]butan-1-ol	213.365216	CCC(CO)NCCNC(CC)CO
CIDs25216800	SCHEMBL13198925	208.334407	CCC(CO)NCCNC(CC)CO
CIDs25216801	SCHEMBL13198931	224.432996	CCC(CO)NCCNC(CC)CO
CIDs25216802	N,N'-dideuterio-N,N'-bis[(2S)-1-deuteriooxybutan-2-yl]ethane-1,2-diamine	208.334407	CCC(CO)NCCNC(CC)CO
CIDs25216803	SCHEMBL13198935	210.346731	CCC(CO)NCCNC(CC)CO
CIDs25216833	2-[(11Z)-1,3,4,6,6,7,8,9,10-nonadeuterio-11-[3-(dimethylamino)propylidene]benzo[c][1]benzoxepin-2-yl]acetic acid	346.467676	CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
CIDs25216834	2,2-dideuterio-2-[(11Z)-11-[3-(dimethylamino)propylidene]-6H-benzo[c][1]benzoxepin-2-yl]acetic acid	339.424544	CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
CIDs25216848	1,2,4,6,7-pentadeuterio-3-[dideuterio-[(2R)-2,3,3,4,4,5,5-heptadeuterio-1-(trideuteriomethyl)pyrrolidin-2-yl]methyl]-5-[1,1,2,2-tetradeuterio-2-(2,3,4,5,6-pentadeuteriophenyl)sulfonylethyl]indole	408.679246	CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
CIDs25216849	5-(2-besyl-2,2-dideuterio-ethyl)-4,6,7-trideuterio-3-[[(2R)-1-methylpyrrolidin-2-yl]methyl]-1H-indole	387.549849	CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
CIDs25216850	1,4,6,7-tetradeuterio-5-[2-deuterio-2-(2-deuteriophenyl)sulfonylethyl]-3-[[(2R)-1-methylpyrrolidin-2-yl]methyl]indole	388.556011	CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
CIDs25216851	5-(2-besylethyl)-1-deuterio-3-[[(2R)-1-methylpyrrolidin-2-yl]methyl]indole	383.525202	CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
CIDs25216852	5-(2-besyl-2,2-dideuterio-ethyl)-3-[[(2R)-1-methylpyrrolidin-2-yl]methyl]-1H-indole	384.531364	CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
CIDs25216881	2-[1-(aminomethyl)cyclohexyl]-2,2-dideuterioacetic acid	173.249104	C1CCC(CC1)(CC(=O)O)CN
CIDs25216882	deuterio 2,2-dideuterio-2-[1-[(dideuterioamino)methyl]cyclohexyl]acetate	176.267589	C1CCC(CC1)(CC(=O)O)CN
CIDs25216883	deuterio 2-[2,2,3,3,4,4,5,5,6,6-decadeuterio-1-[dideuterio-(dideuterioamino)methyl]cyclohexyl]acetate	186.329207	C1CCC(CC1)(CC(=O)O)CN
CIDs25216884	2-[1-[amino(dideuterio)methyl]-2,2,3,3,4,4,5,5,6,6-decadeuteriocyclohexyl]-2,2-dideuterioacetic acid	185.323045	C1CCC(CC1)(CC(=O)O)CN
CIDs25216903	(1S,4S)-1-deuterio-4-(3,4-dichlorophenyl)-N-methyl-tetralin-1-amine	307.235742	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216904	(1S,4S)-1,4,5,6,7,8-hexadeuterio-4-(3,4-dichloro-2,5,6-trideuterio-phenyl)-N-(trideuteriomethyl)tetralin-1-amine	318.303521	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
CIDs25216908	(3R)-3-(aminomethyl)-4,4,5,6,6,6-hexadeuterio-5-(trideuteriomethyl)hexanoic acid	168.281536	CC(C)CC(CC(=O)O)CN
CIDs25216909	deuterio (3S)-2,2,3,4,4,5,6,6,6-nonadeuterio-3-[dideuterio-(dideuterioamino)methyl]-5-(trideuteriomethyl)hexanoate	176.33083	CC(C)CC(CC(=O)O)CN
CIDs25216925	SCHEMBL13198928	222.420672	CCC(CO)NCCNC(CC)CO
CIDs25216929	SCHEMBL13198934	218.396025	CCC(CO)NCCNC(CC)CO
CIDs25216955	2-[(11Z)-11-[1,2,2,3,3-pentadeuterio-3-(dimethylamino)propylidene]-6H-benzo[c][1]benzoxepin-2-yl]acetic acid	342.443029	CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
CIDs25216956	Patanol-d3	340.430705	CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
CIDs25216957	deuterio 2-[(11Z)-11-[3-[bis(trideuteriomethyl)amino]-1,2,2,3,3-pentadeuteriopropylidene]-1,3,4,6,6,7,8,9,10-nonadeuteriobenzo[c][1]benzoxepin-2-yl]-2,2-dideuterioacetate	360.553941	CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
CIDs25216958	deuterio-methyl-[(3R)-3-(2-methylphenoxy)-3-phenyl-propyl]amine	256.360902	CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
CIDs25216959	Strattera-d3	258.373225	CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
CIDs25216960	SCHEMBL5450257	259.379387	CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
CIDs25216973	5-(2-besylethyl)-4,6,7-trideuterio-3-[[(2R)-1-methylpyrrolidin-2-yl]methyl]-1H-indole	385.537525	CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
CIDs25217048	deuterio (2S)-2-(4,6-dimethylpyrimidin-2-yl)oxy-3-methoxy-3,3-diphenyl-propanoate	379.427242	CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
CIDs25217071	(3R)-N,1,1,2,2,3-hexadeuterio-3-(2,3,4,5,6-pentadeuteriophenyl)-3-[2,3,4,5-tetradeuterio-6-(trideuteriomethyl)phenoxy]-N-(trideuteriomethyl)propan-1-amine	276.484137	CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
CIDs25217072	methyl-[(3R)-3-phenyl-3-[2-(trideuteriomethyl)phenoxy]propyl]amine	258.373225	CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
CIDs25217073	methyl-[(3R)-1,1,2,2,3-pentadeuterio-3-(2-methylphenoxy)-3-phenyl-propyl]amine	260.385549	CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
CIDs25217083	6-deuterio-5-[2-ethoxy-5-(4-methylpiperazino)sulfonyl-phenyl]-1-methyl-3-propyl-pyrazolo[4,3-d]pyrimidin-7-one	475.582562	CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
CIDs25217086	6-deuterio-3-(1,1-dideuteriopropyl)-5-[2-ethoxy-5-(4-methylpiperazino)sulfonyl-phenyl]-1-methyl-pyrazolo[4,3-d]pyrimidin-7-one	477.594885	CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
CIDs25217164	(2S)-2-(4,6-dimethylpyrimidin-2-yl)oxy-3,3-diphenyl-3-(trideuteriomethoxy)propionic acid	381.439565	CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
CIDs25217188	[6-hydroxy-2-(2,3,5,6-tetradeuterio-4-hydroxy-phenyl)benzothiophen-3-yl]-[4-(2-piperidinoethoxy)phenyl]methanone	477.607927	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
CIDs25217189	(6R)-N,N,9-trideuterio-6-[deuterio(methyl)amino]-5,6,7,8-tetrahydrocarbazole-3-carboxamide	247.328927	CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N
CIDs25217190	Raloxifene-d4	477.607927	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
CIDs25217191	(6R)-1,2,4,5,5,6,7,7,8,8-decadeuterio-6-(methylamino)-9H-carbazole-3-carboxamide	253.365898	CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N
CIDs25217199	6-deuterio-3-(2,2,3,3,3-pentadeuteriopropyl)-1-(trideuteriomethyl)-5-[2,4,5-trideuterio-3-[2,2,3,3,5,5,6,6-octadeuterio-4-(trideuteriomethyl)piperazino]sulfonyl-6-(1,1,2,2,2-pentadeuterioethoxy)phenyl]pyrazolo[4,3-d]pyrimidin-7-one	502.74893	CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
CIDs25217256	2-[3,3,4,4-tetradeuterio-1-[dideuterio-(dideuterioamino)methyl]cyclohexyl]acetic acid	179.286074	C1CCC(CC1)(CC(=O)O)CN
CIDs25217257	2-[1-(aminomethyl)-2,2-dideuteriocyclohexyl]acetic acid	173.249104	C1CCC(CC1)(CC(=O)O)CN
CIDs25217276	(2S)-2-deuterio-2-(4,6-dimethylpyrimidin-2-yl)oxy-3-methoxy-3,3-diphenylpropanoic acid	379.427242	CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
CIDs25217302	(6R)-5,5,7,7,8,8-hexadeuterio-6-(methylamino)-6,9-dihydrocarbazole-3-carboxamide	249.341251	CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N
CIDs25217303	[6-deuteriooxy-2-(4-deuteriooxyphenyl)benzothiophen-3-yl]-[4-(2-piperidinoethoxy)phenyl]methanone	475.595604	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
CIDs25217320	N-deuterio-N-[dideuterio-[(5S)-4,4,5-trideuterio-3-[3-fluoro-4-(2,2,3,3,5,5,6,6-octadeuteriomorpholino)phenyl]-2-keto-oxazolidin-5-yl]methyl]acetamide	351.432368	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
CIDs25217321	N,2-dideuterio-N-[deuterio-[(5R)-3-(3-fluoro-4-morpholino-phenyl)-2-oxo-oxazolidin-5-yl]methyl]acetamide	340.364589	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
CIDs25217322	Linezolid-d3	340.364589	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
CIDs25217323	N-[[(5S)-2-oxo-3-(2,3,6-trideuterio-5-fluoro-4-morpholino-phenyl)oxazolidin-5-yl]methyl]acetamide	340.364589	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
CIDs25217390	(2S)-2-(5-deuterio-4,6-dimethylpyrimidin-2-yl)oxy-3-methoxy-3,3-diphenylpropanoic acid	379.427242	CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
CIDs25217396	2-[(1-benzyl-4-piperidyl)methyl]-5-methoxy-6-(trideuteriomethoxy)indan-1-one	382.510445	COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
CIDs25217397	SCHEMBL13317860	381.504284	COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
CIDs25217427	N,2,2,2-tetradeuterio-N-[[(5S)-3-(3-fluoro-4-morpholino-phenyl)-2-oxo-oxazolidin-5-yl]methyl]acetamide	341.37075	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
CIDs25217428	N-deuterio-N-[[(5S)-5-deuterio-3-(2-deuterio-3-fluoro-4-morpholino-phenyl)-2-oxo-oxazolidin-5-yl]methyl]acetamide	340.364589	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
CIDs25217429	N-deuterio-N-[dideuterio-[(5S)-4,4,5-trideuterio-2-keto-3-[2,3,6-trideuterio-5-fluoro-4-(2,2,3,3,5,5,6,6-octadeuteriomorpholino)phenyl]oxazolidin-5-yl]methyl]acetamide	354.450853	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
CIDs25217433	2,2,2-trideuterio-N-[[(5S)-2-oxo-3-(2,3,6-trideuterio-5-fluoro-4-morpholino-phenyl)oxazolidin-5-yl]methyl]acetamide	343.383074	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
CIDs25217500	(2S)-3-methoxy-2-[4-methyl-6-(trideuteriomethyl)pyrimidin-2-yl]oxy-3,3-diphenylpropanoic acid	381.439565	CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
CIDs25217503	deuterio (2S)-2-deuterio-2-[5-deuterio-4,6-bis(trideuteriomethyl)pyrimidin-2-yl]oxy-3,3-bis(2,3,4,5,6-pentadeuteriophenyl)-3-(trideuteriomethoxy)propanoate	400.556639	CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
CIDs25217504	2-[(1-benzyl-2,2,3,3,6,6-hexadeuterio-4-piperidyl)methyl]-5,6-dimethoxy-indan-1-one	385.528931	COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
CIDs25217505	SCHEMBL13317866	383.516607	COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
CIDs25217506	2-[dideuterio-[1-(2,3,4,5,6-pentadeuteriobenzyl)-4-piperidyl]methyl]-5,6-dimethoxy-indan-1-one	386.535092	COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
CIDs25217507	2,3,3,4,7-pentadeuterio-2-[dideuterio-[2,2,3,3,4,5,5,6,6-nonadeuterio-1-[dideuterio-(2,3,4,5,6-pentadeuteriophenyl)methyl]-4-piperidyl]methyl]-5,6-bis(trideuteriomethoxy)indan-1-one	408.670652	COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
CIDs25217508	SCHEMBL13317919	384.522769	COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
CIDs25217537	N,N-dideuterio-1-(2,6-difluorobenzyl)triazole-4-carboxamide	240.20585	C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
CIDs25217538	5-deuterio-1-(2,6-difluorobenzyl)triazole-4-carboxamide	239.199688	C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
CIDs25217544	2,2,2-trideuterio-N-[dideuterio-[(5S)-4,4,5-trideuterio-3-[3-fluoro-4-(2,2,3,3,5,5,6,6-octadeuteriomorpholino)phenyl]-2-keto-oxazolidin-5-yl]methyl]acetamide	353.444692	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
CIDs25217546	N-[dideuterio-[(5S)-4,4,5-trideuterio-2-keto-3-[2,3,6-trideuterio-5-fluoro-4-(2,2,3,3,5,5,6,6-octadeuteriomorpholino)phenyl]oxazolidin-5-yl]methyl]acetamide	353.444692	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
CIDs25217548	N,2,2,2-tetradeuterio-N-[[(5S)-2-oxo-3-(2,3,6-trideuterio-5-fluoro-4-morpholino-phenyl)oxazolidin-5-yl]methyl]acetamide	344.389236	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
CIDs25217619	(2R)-2-(4,6-dimethylpyrimidin-2-yl)oxy-3-methoxy-3-(2,3,4,5,6-pentadeuteriophenyl)-3-phenylpropanoic acid	383.451889	CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
CIDs25217620	2-[(1-benzyl-4-piperidyl)methyl]-6-methoxy-5-(trideuteriomethoxy)indan-1-one	382.510445	COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
CIDs25217656	RTI 4229-177	240.20585	C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
CIDs25217657	N,N,5-trideuterio-1-[dideuterio-(3,4,5-trideuterio-2,6-difluorophenyl)methyl]triazole-4-carboxamide	246.242821	C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
CIDs25217738	2-[1-[amino(dideuterio)methyl]-2,2,3,3,4,4,5,5,6,6-decadeuteriocyclohexyl]acetic acid	183.310721	C1CCC(CC1)(CC(=O)O)CN
CIDs25217739	4-tert-butyl-2-deuterio-N-[6-(2-hydroxyethoxy)-2-(2-pyrimidyl)-5-[2-(trideuteriomethoxy)phenoxy]pyrimidin-4-yl]benzenesulfonamide	555.638707	CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
